"(0.2775642337385487, 0.29756423373854873)","(1039.889199053787, 1039.909199053787)","(1038.4320490038651, 1038.452049003865)","(3593.9750071518147, 3593.995007151815)","(-1.3474957454296392, -1.3274957454296392)","(352.66100632636113, 352.6810063263611)","(356.3650513048434, 356.3850513048434)","(1366.9502182784363, 1366.9702182784363)","(1.137361507632726, 1.157361507632726)","(286.9387147322943, 286.95871473229425)","(289.23976815942643, 289.2597681594264)","(1145.2811634522811, 1145.3011634522811)","(-4.115196487135179, -4.09519648713518)","(27.68376358265228, 27.703763582652282)","(29.081726281940583, 29.101726281940586)","(118.53682908686676, 118.55682908686677)","(-5.620756261483385, -5.600756261483386)","(35.835022638449445, 35.85502263844944)","(36.831039310776724, 36.85103931077672)","(144.61559851020752, 144.6355985102075)","(8.8711806322189, 8.8911806322189)","(38.60885634200404, 38.628856342004035)","(40.26406732188652, 40.28406732188652)","(154.89628256336636, 154.91628256336634)","(-0.1317708152086493, -0.1117708152086493)","(191.1730148548391, 191.19301485483908)","(190.95951911755245, 190.97951911755243)","(714.621718583325, 714.641718583325)","(1.1341758138428666, 1.1541758138428666)","(198.83857725790727, 198.85857725790726)","(198.9443429112187, 198.9643429112187)","(775.40027383188, 775.42027383188)","(0.0203383502354506, 0.0403383502354506)","(166.56034651523316, 166.58034651523315)","(166.43220629048602, 166.452206290486)","(621.9700421312014, 621.9900421312013)","(10.949436887521669, 10.969436887521669)","(12.698904730956023, 12.718904730956023)","(17.928764746111533, 17.948764746111536)","(49.52512780636297, 49.54512780636296)","(-0.8777155879289341, -0.8577155879289341)","(10.706492080237473, 10.726492080237472)","(11.08342115059872, 11.10342115059872)","(41.00681829207429, 41.02681829207429)","(10.300864391591313, 10.320864391591313)","(10.52394023906202, 10.54394023906202)","(16.527110697150352, 16.547110697150355)","(44.284151298171125, 44.30415129817112)","(143.9413558508342, 143.9613558508342)","(49.27448208806784, 49.29448208806784)","(-22.114179678014207, -22.094179678014203)","(172.34716215505446, 172.36716215505444)","(135.41586605368798, 135.43586605368796)","(0.3441906922291962, 0.3641906922291962)","(0.2486833437838325, 0.2686833437838325)","(0.9963547231335046, 1.0163547231335046)","(7.43579587878125, 7.45579587878125)","(4.277762933781398, 4.297762933781398)","(8.690082727850601, 8.710082727850601)","(15.870612980900349, 15.890612980900348)","(0.3585228367519192, 0.3785228367519192)","(0.1728633874198303, 0.1928633874198303)","(8.179564078693616, 8.199564078693616)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)"
"(-0.0045000000000000005, 0.0155)","(0.017799999999999996, 0.0378)","(0.018299999999999997, 0.0383)","(0.011499999999999998, 0.0315)","(-0.0689, -0.0489)","(-0.0029, 0.0171)","(0.0005999999999999998, 0.0206)","(-0.0122, 0.0078)","(-0.0699, -0.0499)","(-0.0162, 0.0038000000000000004)","(-0.0151, 0.0049)","(-0.0127, 0.0073)","(-0.0067, 0.0133)","(-0.0155, 0.0045000000000000005)","(0.005800000000000001, 0.025800000000000003)","(-0.0131, 0.0069)","(-0.0046, 0.0154)","(0.024599999999999997, 0.0446)","(0.032999999999999995, 0.053)","(0.011899999999999999, 0.0319)","(-0.0451, -0.025099999999999997)","(-0.046400000000000004, -0.0264)","(-0.0463, -0.026299999999999997)","(-0.044000000000000004, -0.024)","(0.013, 0.033)","(-0.0176, 0.0024000000000000002)","(-0.0149, 0.0051)","(-0.0324, -0.0124)","(-0.0406, -0.0206)","(-0.045000000000000005, -0.025)","(-0.0443, -0.024299999999999995)","(-0.0415, -0.0215)","(-0.0097, 0.0103)","(-0.015, 0.005)","(-0.0143, 0.0057)","(-0.0077, 0.0123)","(-0.0031000000000000003, 0.0169)","(-0.0103, 0.0097)","(0.0025000000000000005, 0.0225)","(-0.0139, 0.0061)","(0.0056999999999999985, 0.0257)","(-0.0164, 0.0036)","(-0.0109, 0.0091)","(-0.0134, 0.0066)","(0.0128, 0.0328)","(0.0084, 0.0284)","(0.0172, 0.0372)","(0.0043, 0.024300000000000002)","(-0.0033, 0.0167)","(-0.031, -0.011000000000000001)","(0.0040999999999999995, 0.0241)","(-0.0117, 0.0083)","(-0.028999999999999998, -0.009)","(-0.0234, -0.0034000000000000002)","(-0.025500000000000002, -0.0055)","(0.0089, 0.028900000000000002)","(0.0278, 0.0478)","(0.030199999999999998, 0.0502)","(0.0319, 0.0519)","(0.0351, 0.0551)","(0.0583, 0.0783)","(0.045599999999999995, 0.06559999999999999)","(-0.0405, -0.020499999999999997)"
"(-0.0045000000000000005, 0.0155)","(0.017799999999999996, 0.0378)","(0.018299999999999997, 0.0383)","(0.011499999999999998, 0.0315)","(-0.0689, -0.0489)","(-0.0029, 0.0171)","(0.0005999999999999998, 0.0206)","(-0.0122, 0.0078)","(-0.0699, -0.0499)","(-0.0162, 0.0038000000000000004)","(-0.0151, 0.0049)","(-0.0127, 0.0073)","(-0.0067, 0.0133)","(-0.0155, 0.0045000000000000005)","(0.005800000000000001, 0.025800000000000003)","(-0.0131, 0.0069)","(-0.0046, 0.0154)","(0.024599999999999997, 0.0446)","(0.032999999999999995, 0.053)","(0.011899999999999999, 0.0319)","(-0.0451, -0.025099999999999997)","(-0.046400000000000004, -0.0264)","(-0.0463, -0.026299999999999997)","(-0.044000000000000004, -0.024)","(0.013, 0.033)","(-0.0176, 0.0024000000000000002)","(-0.0149, 0.0051)","(-0.0324, -0.0124)","(-0.0406, -0.0206)","(-0.045000000000000005, -0.025)","(-0.0443, -0.024299999999999995)","(-0.0415, -0.0215)","(-0.0097, 0.0103)","(-0.015, 0.005)","(-0.0143, 0.0057)","(-0.0077, 0.0123)","(-0.0031000000000000003, 0.0169)","(-0.0103, 0.0097)","(0.0025000000000000005, 0.0225)","(-0.0139, 0.0061)","(0.0056999999999999985, 0.0257)","(-0.0164, 0.0036)","(-0.0109, 0.0091)","(-0.0134, 0.0066)","(0.0128, 0.0328)","(0.0084, 0.0284)","(0.0172, 0.0372)","(0.0043, 0.024300000000000002)","(-0.0033, 0.0167)","(-0.031, -0.011000000000000001)","(0.0040999999999999995, 0.0241)","(-0.0117, 0.0083)","(-0.028999999999999998, -0.009)","(-0.0234, -0.0034000000000000002)","(-0.025500000000000002, -0.0055)","(0.0089, 0.028900000000000002)","(0.0278, 0.0478)","(0.030199999999999998, 0.0502)","(0.0319, 0.0519)","(0.0351, 0.0551)","(0.0583, 0.0783)","(0.045599999999999995, 0.06559999999999999)","(-0.0405, -0.020499999999999997)"
